flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,18,34714.00338080744,19,34799.165636912665,85.16225610522655,normal,0.0
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,8,82483.10517115427,1,82587.31566338317,104.2104922289048,normal,0.0
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,1,82587.31566338317,2,82877.0158398928,289.7001765096323,normal,0.0
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,2,82877.0158398928,7,83310.8738009749,433.85796108210684,pms,109.17432748084012
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,7,83310.8738009749,17,83377.79416832166,66.92036734675092,normal,0.0
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,17,83377.79416832166,18,83460.92737902673,83.1332107050677,normal,0.0
218,CZ3352_342247e4.csv_1,82483.10517115427,153.8188888888889,1,8 1 2 7 17 18 19,18,83460.92737902673,19,83548.08340032506,87.1560212983255,normal,0.0
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,8,75147.4724796732,1,75252.73915932335,105.26667965014369,normal,0.0
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,1,75252.73915932335,2,75545.37548627058,292.6363269472299,normal,0.0
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,2,75545.37548627058,7,75975.90934755099,430.53386128040154,pms,102.55951517641924
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,7,75975.90934755099,17,76043.50796186409,67.59861431310313,normal,0.0
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,17,76043.50796186409,18,76127.48373889388,83.97577702978121,normal,0.0
219,CZ3973_3421fe94.csv,75182.4724796732,152.27555555555557,1,8 1 2 7 17 18 19,18,76127.48373889388,19,76215.5230982459,88.03935935202473,normal,0.0
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,8,1977.3842508861546,1,2077.896951455324,100.51270056916945,normal,0.0
220,DZ6342_341faaa6.csv_1,1982.3842508861546,159.4777777777778,1,8 1 2 7 17 18 19,1,2077.896951455324,2,2357.3174442823565,279.42049282703243,normal,0.0
