flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
393,MF8044_34222f1d.csv_1,79893.6906793993,169.76666666666668,1,12 13 14 20 21,13,80152.33967559235,14,80329.09153735694,176.7518617646023,normal,0.0
393,MF8044_34222f1d.csv_1,79893.6906793993,169.76666666666668,1,12 13 14 20 21,14,80329.09153735694,20,80447.96165232171,118.87011496477125,normal,0.0
393,MF8044_34222f1d.csv_1,79893.6906793993,169.76666666666668,1,12 13 14 20 21,20,80447.96165232171,21,80511.74678211672,63.78512979500821,normal,0.0
394,CA1737_3420e0e4.csv,33222.98220988018,153.30444444444444,1,12 13 14 20 21,12,33232.98220988018,13,33519.405594926175,286.42338504599655,normal,0.0
394,CA1737_3420e0e4.csv,33222.98220988018,153.30444444444444,1,12 13 14 20 21,13,33519.405594926175,14,33715.13752238362,195.73192745744552,normal,0.0
394,CA1737_3420e0e4.csv,33222.98220988018,153.30444444444444,1,12 13 14 20 21,14,33715.13752238362,20,33846.77221345199,131.63469106837084,normal,0.0
394,CA1737_3420e0e4.csv,33222.98220988018,153.30444444444444,1,12 13 14 20 21,20,33846.77221345199,21,33917.40675315788,70.63453970588158,normal,0.0
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,8,5507.404209404158,1,5598.246591842766,90.84238243860797,normal,0.0
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,1,5598.246591842766,2,5850.78406349402,252.5374716512538,normal,0.0
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,2,5850.78406349402,7,6249.7569989796875,398.9729354856674,pms,115.93968053879057
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,7,6249.7569989796875,17,6308.092829407322,58.335830427634185,normal,0.0
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,17,6308.092829407322,18,6380.561721537979,72.46889213065668,normal,0.0
395,ADD5248_1,5502.404209404158,176.45444444444445,2,8 1 2 7 17 18 19,18,6380.561721537979,19,6456.537378588123,75.97565705014381,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,9,53166.55140368461,3,53329.41005541786,162.8586517332527,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,3,53329.41005541786,4,53441.2971606439,111.88710522604404,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,4,53441.2971606439,5,53522.72798049296,81.43081984905793,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,5,53522.72798049296,0,53573.98217570091,51.25419520795598,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,0,53573.98217570091,7,53859.8307276007,285.84855189979385,pms,29.95091217673116
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,7,53859.8307276007,17,53919.73848160273,59.90775400203152,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,17,53919.73848160273,18,53994.16012831176,74.42164670902767,normal,0.0
396,ZH9208_342169ce.csv_1,53166.55140368461,171.82444444444445,1,9 3 4 5 0 7 17 18 19,18,53994.16012831176,19,54072.183033605776,78.02290529400995,normal,0.0
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,8,76914.92795424584,1,77018.44601795495,103.5180637091114,normal,0.0
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,1,77018.44601795495,2,77306.22127634824,287.7752583932892,normal,0.0
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,2,77306.22127634824,7,77730.48017822493,424.2589018766909,pms,101.73263461164527
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,7,77730.48017822493,17,77796.95589196804,66.47571374311802,normal,0.0
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,17,77796.95589196804,18,77879.53672253553,82.5808305674925,normal,0.0
397,CZ3614_3421da6b.csv,77094.92795424584,154.8477777777778,2,8 1 2 7 17 18 19,18,77879.53672253553,19,77966.11363405778,86.57691152225688,normal,0.0
398,NS3267_34210ec4.csv_1,41881.606802551316,137.87111111111113,1,8 1 2 7 17 18 19,8,41581.606802551316,1,41697.87149350819,116.26469095687511,normal,0.0
398,NS3267_34210ec4.csv_1,41881.606802551316,137.87111111111113,1,8 1 2 7 17 18 19,1,41697.87149350819,2,42021.08176506185,323.2102715536569,normal,0.0
398,NS3267_34210ec4.csv_1,41881.606802551316,137.87111111111113,1,8 1 2 7 17 18 19,2,42021.08176506185,7,42383.354990855936,362.273225794089,pms,0.03290323148177734
398,NS3267_34210ec4.csv_1,41881.606802551316,137.87111111111113,1,8 1 2 7 17 18 19,7,42383.354990855936,17,42458.016146962946,74.66115610700942,normal,0.0
